seed,count,less_count
323,18000,18300
323,18500,18801
323,19000,19089
323,19500,19780
323,19900,20224
805,200,167
805,300,308
805,400,425
805,500,515
805,600,627
805,700,715
805,800,842
805,900,952
805,1000,1040
805,1500,1636
805,2000,2089
805,2500,2584
805,3000,3113
805,3500,3672
805,4000,4115
805,4500,4666
805,5000,5014
805,5500,5573
805,6000,6040
805,6500,6573
805,7000,7092
805,7500,7623
805,8000,8166
805,8500,8659
805,9000,9114
805,9500,9767
805,10000,10253
805,10500,10944
805,11000,11392
805,11500,11891
805,12000,12335
805,12500,12772
805,13000,13420
805,13500,13962
805,14000,14451
805,14500,14725
805,15000,15314
805,15500,15828
805,16000,16340
805,16500,16838
805,17000,17225
805,17500,17703
805,18000,18332
805,18500,18808
805,19000,19209
805,19500,19884
805,19900,19975
