name,modern,playful,clumsy,sharp,graceful,angular,strong,attention-grabbing,artistic,attractive,complex,calm,friendly,happy,legible,sloppy,warm,delicate,charming,formal,wide,disorderly,gentle,technical,boring,pretentious,bad,dramatic,thin,fresh,soft
PasseroOne-Regular,67.47249494577405,66.84329462912054,79.38835102497552,-38.30920477950192,-86.98261763918471,-1.7654281538085843,-24.58502543971459,35.07532028784296,26.07390718512049,0.5956284142551086,2.9363078042066433,2.636626455007472,-50.93095981948061,14.283277256571912,-30.318206710741002,18.218502924311387,16.359824166844657,21.523559915848626,-86.83262686279691,-18.066418595205295,-2.874684241937305,19.899851383105364,-43.070518918763575,25.599586949354688,-84.75542631364469,4.400365228858304,22.891196310460835,44.957103101357696,-9.582432394557314,-88.80613278078677,-4.830309163688236
Trochut,67.09511438840269,15.915353290192478,38.93124744164702,43.05071554082801,-47.80102535852317,-0.9885412415038763,-27.16578011160144,-65.36593960823211,-11.734085136407947,1.7455047343198253,0.7665849886625461,8.369412121664277,-19.22295830427743,-20.90328735342103,-79.12951590410167,-19.153731482740447,-25.285782178423197,44.31488538368717,22.06296874215242,6.44787411879681,-2.6485704301547868,-1.5176442877054648,51.968300959310604,0.6830140650990459,4.625686147577266,-1.2758169540991235,3.986300711503575,-5.807494611637793,19.428339628380424,-87.40175133291845,8.65116667395685
PlayfairDisplay-Black,18.280855806873163,-31.531691901599036,-16.65226065443551,-43.4786128472405,-43.73746912316108,-5.142902816944783,55.23730348457808,44.526062517458904,-12.932794412353019,46.315539254951474,-0.5890696722034472,-37.75810880037936,-54.08699812601296,-24.480630591602274,37.302228594452124,-21.193160622806467,21.239500281225006,-51.17561308004793,62.743002960169235,7.131744609566464,5.400723353621678,-6.164367600896851,-86.82246752417376,-1.3405735411231567,-44.09653497728574,-11.031972061331532,-0.2166672631745082,11.803839744052615,-65.56331650668591,27.76583315794175,-27.40039663217855
Ranchers-Regular,-21.844325288292683,10.644832527275248,54.155207616967004,-47.83485690401526,-46.62772557006864,-2.1528934042270045,55.896553782992285,43.86160299145318,-11.448109654259854,3.0345900553016874,1.0638152937008736,-42.32299759173301,-59.18790913677078,30.234067232065286,-63.293972398403476,-19.18016956836382,93.60134508725861,-79.80268650941257,-68.25175905298384,-32.92325061255236,-1.3083439033232576,19.63717089402915,-99.97915776694508,1.5180111229595328,29.899195567445183,4.425556506879261,23.428137922781833,16.94048397918633,-59.75435941167097,-38.66226872430191,-23.957587803110187
Lekton-Italic,-19.57446334972727,-30.73778990052505,40.91133545867207,-12.348912029581642,-70.08483575963203,2.034683613998425,-35.466311295360846,-33.48844596688958,-12.678213086949405,-22.854571771520064,-2.8957529740755534,10.336417920145763,11.169360012371738,-38.82553602802969,1.345257436138337,24.048463102671374,-49.34171999952523,67.96816248139373,4.167520740308347,7.627665969009289,-1.5722443667913557,0.9387716640402612,61.463290483799426,-0.70306603968407,49.53196192404691,-46.92478469504859,2.9600253685175115,-13.82237864704328,46.46820549281239,-60.07665441068892,44.928975487308364
EmblemaOne-Regular,70.16231408040828,-3.992402720537691,82.38906499720115,-45.717556608260786,38.42729859785112,-0.38048410439099933,5.2120380301749965,62.22554777188824,-10.284483516304563,24.70544743337378,22.144174480588532,-19.409778054315954,-72.64040656631175,13.943009301537314,0.8909325288959373,-17.825382257288357,63.58140545870658,-13.38192712400775,-26.00000234777397,-16.776318203664566,54.09562275158931,-1.2948519076786371,-63.90588727888701,2.526156535904587,28.94604913347047,80.3722904826932,4.81594392924014,33.79780592329172,-49.74264098547991,-41.744020192510405,-24.76299046083413
Merriweather,-22.011464941284782,-33.36804343124367,-70.72180682170647,-21.05028705010621,-45.89398214210991,-5.109721859711676,53.1970512787263,-0.5511144556508176,-16.099872403394876,2.4597276306221154,-3.897165663269242,6.938982737947863,74.21193021767417,-21.663718343705643,36.36188881669907,-20.58152168372171,35.98285219646886,-11.762532128247507,-50.98354759724604,9.19344940936051,4.690475635845868,-6.571990010195642,-2.643693069622002,-3.1253171033257647,78.83260274891543,-45.45868547766135,-2.4227681680242883,-17.757259198458407,18.132530539587357,29.11278672520443,3.085640806190462
IstokWeb-Bold,-22.00925698553036,-31.888515941174344,-18.421928871289513,-25.075351389672225,-28.29311881386728,-4.086575378405682,54.59581556876175,39.39013936325881,-16.822292194047677,0.3364272678222556,-6.000324378054351,-18.511283738690757,12.1930740222751,-44.15106509604102,37.94170559332906,-21.733196692417,61.5940921058667,-14.077224795484428,4.093980694010671,9.07889834966066,3.49117385762789,-6.698133575920105,-44.16997133029059,-5.3097782418238,65.4932088760257,-44.41867814454482,0.5089868514821798,-17.23480827282109,-62.78131649662065,28.22916506026324,-4.271624042168565
Smokum-Regular,0.8247390625431494,-4.048979568730258,20.47252323989843,-19.873873686144258,-67.10778914355356,-2.956940499132766,-29.837367774178613,61.046168444975606,-10.371309838707619,0.177687050671611,24.30273757465965,3.86398632371082,-31.25491389631856,45.518813694020686,-97.88795164471097,-21.474033354938676,-0.3801164440026966,19.807540822110496,-55.744844784216916,-33.65601677803937,-41.71323746798639,20.200155122770607,-64.26646694769948,22.50782015122263,-41.01802863359176,24.42561077514618,5.48435004233025,46.52748011278162,14.008840973973758,-99.98514593283194,-4.8119633959702375
Share-BoldOSF,-22.20345240404492,-29.598956477793738,-10.831662063950072,-45.726509575330915,-45.49329451064379,-4.833024333702501,53.54042707036519,58.50518599892665,-15.473186181692776,4.544146781073227,-2.2969701451808557,-0.22730343743165246,11.065218224519258,-38.163420796537046,34.35600585912208,-19.261134338188565,32.662853780587696,-33.40436692363989,-20.617265264269864,7.504471350243851,-1.243207355319243,-7.372614405489407,-16.39389882348007,-2.986833587982924,65.8218164926905,5.306196996460569,-2.670471722503372,-14.759638409987026,-31.363635154958217,29.055236929386332,-4.103676518458839
Lato-BlackItalic,-21.603408358665764,-30.04605130440396,20.038139826503976,-45.35027402606111,-44.83662191064163,-2.442154989738359,4.202680636704908,44.586048452289646,-13.358371524643617,6.549472376541208,-2.5043154090802386,2.7319859367677104,11.334079993619557,2.942303988037507,36.024056354751615,-17.842864384306377,38.916722018568606,-72.47430908813182,3.2841275941826753,6.26570194357987,2.183294527777234,-4.495577257676739,-75.95363581019599,-1.1911283660427054,-18.440039680419694,60.03608262734136,-0.4257402093699675,-12.918367733767932,-12.746243091322063,5.501665793349113,-21.892588058582323
EagleLake-Regular,67.78685606734098,-2.172484465124593,37.84105194843795,3.9493800150964016,86.17229160351752,0.28066379008318454,-24.771338651462433,41.22530841709912,22.926256717130023,6.9480000110233755,1.0796010449611937,2.092229082874319,-57.53249833928841,93.84767819401831,-28.14804448817599,58.837344905961935,33.52932042451742,23.29220477040283,86.15290528933636,-16.529076150951227,45.00502151092482,-1.4555288222579241,-21.76959149788709,2.958481919211445,-78.44667532614496,4.890929058754453,3.5486178767311776,28.299343672737375,13.951828918275226,-40.16041782929027,1.1827602719518937
